SMILES,Experiment,DFT,Solvent
OCC1OC(C(C1O)O)n1ccc2c1[nH]cnc2=O,261.7,259,NaN
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1nc[nH]c2=O)F,263.9,264,NaN
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1nc[nH]c2=O)Cl,264.6,264,NaN
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1nc[nH]c2=O)Br,262.7,265,NaN
OCC1=C[C@@H]([C@H]([C@@H]1O)n1cnc2c1ncnc2N)O,240.8,931,NaN
NN,NaN,254,NaN
CN(C(Cc1ccc(cc1)O)(I)I)C,340,254,NaN
C=CC[C@@](c1cnn(c1)C)(N[S@](=O)C(C)(C)C)C,201.2,254,NaN
Nc1ccc(c(c1)O)C(=O)Oc1ccccc1,266.5,791,NaN
OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,307.8,290,NaN
CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,277.1,336,NaN
Cc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2,296,303,NaN
CN([C@@H]1C(=O)C(=C(O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)C.O.O,NaN,363,NaN
OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C,NaN,370,NaN
CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,317.6,307,NaN
COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,280.1,320,NaN
CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OC)C,315.8,358,NaN
O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,231.9,290,NaN
CC(=O)Oc1ccccc1C(=O)O,246.4,290,NaN
O=C(c1ccccc1)OOC(=O)c1ccccc1,242.1,290,NaN
CCOC(=O)c1ccc(cc1)N,256.3,290,NaN
CCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,270.2,290,NaN
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@@H](c1ccnc2c1cc(OC)cc2)O,290.6,331,NaN
OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N,289,331,NaN
[O-]C(=O)C(=COP(=O)O)c1ccccc1,NaN,435,NaN
CCc1nc(N)nc(c1c1ccc(cc1)Cl)N,242.3,420,NaN
O=C[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O,NaN,640,NaN
OC[C@H]1O[C@H](OP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,237.8,625,NaN
O=[V+2],NaN,610,NaN
[Si],NaN,254,NaN
C=CCc1cc(OC)c(c(c1)c1cc(CC=C)cc(c1O)OC)O,255.1,254,NaN
[S][Pd],NaN,238,NaN
COC1(OOC21C1CC3CC2CC(C1)(C3)Cl)c1cccc(c1)OP(=O)(O)O,259.4,290,NaN
NC(=NCCCSSCCCN=C(N)N)N.[Br-].[Br-].[H+].[H+],NaN,238,NaN
OC[C@H]1O[C@@H](Oc2cc3C[C@H]([N+](=CC=C4C[C@H](NC(=C4)C(=O)O)C(=O)O)c3cc2O)C(=O)[O-])[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,NaN,534,NaN
OC[C@H]1O[C@@H](Oc2cc3C[C@H]([N+](=CC=C4C[C@H](NC(=C4)C(=O)O)C(=O)O)c3cc2O)C(=O)[O-])[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O,NaN,535,NaN
[O-]C(=O)[C@@H]1Cc2c(N1C=CC1=CC(=[NH+][C@@H](C1)C(=O)O)C(=O)O)cc(c(c2)O)O,423.7,541,NaN
OC[C@H]1O[C@@H](Oc2cc3C[C@H]([N+](=CC=C4C[C@H](NC(=C4)C(=O)O)C(=O)O)c3cc2O)C(=O)[O-])[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1OC(=O)C=Cc1ccc(c(c1)OC)O)O)O,NaN,320,NaN
O=C(C=Cc1ccc(cc1)O)OC[C@H]1O[C@@H](Oc2cc3c(cc2O)C[C@H](N3C=CC2=CC(=[NH+][C@@H](C2)C(=O)O)C(=O)O)C(=O)[O-])[C@@H]([C@H]([C@@H]1O)O)O,419.6,323,NaN
BI,NaN,472,NaN
B[I][I]I,NaN,470,NaN
CNCc1ccc(cc1)c1ncnc2c1[nH]cn2,279.6,473,NaN
B[I]I,NaN,461,NaN
O[C@H]1C[C@H](O)C(=C)C(=C1)CC=C1CCC[C@]2([C@H]1CC[C@@H]2C(CCCC(O)(C)C)CCCC(O)(C)C)C,NaN,458,NaN
B[V][I][I]I,NaN,472,NaN
B[V],NaN,468,NaN
B[V][I]I,NaN,471,NaN
Oc1ccc2c(c1)O[C@@H]([C@H](C2=O)O)c1ccc(c(c1)O)O,272.6,1348,NaN
c1ccc2Cc(c1)cccc2,332.7,660,CHCl3
COc1c2ccc(=O)oc2c(c2c1cco2)OC,309,223.2,NaN
COc1c2ccc(=O)oc2cc2c1cco2,285.5,222,NaN
O=c1ccc2c(o1)cc1c(c2OCC(=O)C(C)C)cco1,290.5,222,NaN
CC(=CCOc1c2occc2cc2c1oc(=O)cc2)C,295.8,217.9,NaN
COc1c2ccoc2c(c2c1ccc(=O)o2)OCC=C(C)C,298.1,223.1,NaN
CC(=CCOc1c2ccoc2cc2c1ccc(=O)o2)C,290.6,222.1,NaN
O=C(C(NC(=O)c1ccccc1)Cc1ccc(cc1)O)Nc1ccc(cc1)C(=O)O,259.2,672,CHCl3
COc1cc2c(CCl)cc(=O)oc2c2c1cccc2,333.2,379,EtOH
COc1cc2c(C)cc(=O)oc2c2c1cccc2,315.7,371,EtOH
O=c1cc(C)c2c(o1)c1ccccc1c(c2)O,324.3,380,EtOH
COc1cc2c(C=O)cc(=O)oc2c2c1cccc2,376.4,377,EtOH
COc1cc2c(CO)cc(=O)oc2c2c1cccc2,330.5,365,EtOH
COc1cc2c(COC(=O)[C@@H](NC(=O)OCc3ccccc3)C)cc(=O)oc2c2c1cccc2,317.8,375,EtOH
COc1cc2c(COC(=O)[C@@H](N)C)cc(=O)oc2c2c1cccc2.Br,NaN,373,EtOH
COC(=O)CCNC(=O)OCc1cc(=O)oc2c1cc(OC)c1c2cccc1,329.7,374,EtOH
COc1cc2c(COC(=O)NCCC(=O)O)cc(=O)oc2c2c1cccc2,333,373,EtOH
CCOC(=O)c1c2CCCn2c2c(c1=O)ccc(c2)C,284.1,254,NaN
OCC1OC(C(C1O)O)n1cnc2c1[nH]cnc2=S,399.8,320,NaN
Cc1c2ccccc2c2n(c1c1ccccc1)ccc2,305.1,254,NaN
CCOC(=O)C1=C(C)NC(=S)N[C@H]1c1cccc(c1)O,290,262,NaN
COC(=O)C1(CCN(CC1)CCc1ccccc1)NC(=O)OCc1ccccc1,235.8,254,NaN
C(c1ccccc1)O,231.9,254,NaN
ClC(c1ccccc1)O,233.3,254,NaN
C=C(c1ccccc1)O,246.5,254,NaN
CC(C1CCCCC1)O,NaN,254,NaN
CC(CCc1ccccc1)O,234.4,254,NaN
CC(CCCc1ccccc1)O,234.4,254,NaN
CCCCCCC(O)C,NaN,254,NaN
[CH-]1C=CC=C1.OC[C-]1C=CC=C1I.[Fe+2],NaN,254,NaN
CCC(c1ccccc1)O,232.8,254,NaN
CCCCCC[C@@H](O)C,NaN,254,NaN
COc1ccc2c(c1)oc(=O)cc2COC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,284.8,322,NaN
COc1ccc2c(c1)n(C)c(=O)cc2COC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,290.8,328,NaN
COc1ccc2c(c1)c(COC(=O)[C@@H](NC(=O)OCc1ccccc1)C)cc(=O)n2C,315.4,355,NaN
O=C(N[C@H](C(=O)OCc1cc(=S)oc2c1ccc(c2)C)Cc1ccccc1)OCc1ccccc1,379.2,377,NaN
COc1ccc2c(c1)oc(=S)cc2COC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,374,395,NaN
COc1ccc2c(c1)n(C)c(=S)cc2COC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,368,385,NaN
O=C(N[C@H](C(=O)OCc1cc(=S)n(c2c1cccc2)C)Cc1ccccc1)OCc1ccccc1,370.4,384,NaN
O=C(N[C@H](C(=O)OCc1cc(=S)n(c2c1cc(C)cc2)C)Cc1ccccc1)OCc1ccccc1,370.7,388,NaN
COc1ccc2c(c1)c(COC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)cc(=S)n2C,374,401,NaN
COc1ccc2c(c1)c(COC(=O)[C@@H](NC(=O)OCc1ccccc1)C)cc(=S)n2C,374.4,395,NaN
CCOC(=O)[C@@H]([C@H](c1ccccc1OCc1ccccc1)O)O,242.1,254,NaN
CN(CCCN1c2ccccc2CCc2c1cccc2)C,260.6,290,NaN
Clc1cc2NC=NS(=O)(=O)c2cc1S(=O)(=O)N,259.3,313,NaN
COc1cc(O)c(cc1S(=O)(=O)O)C(=O)c1ccccc1,282,319,NaN
c1ccc2c(c1)cc1c(c2)cccc1,353,379,NaN
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,288.9,290,NaN
OCC1OC(C(C1O)O)C1NNc2c1ncnc2N,264.5,294,NaN
NC(C(=O)O)CC(=O)c1cccc2c1nc1c(o2)cc(=O)c2c1c(=O)cc([nH]2)C(=O)O,383.2,459,water
OC(=O)c1cc(=O)c2c([nH]1)cccc2,311.3,332,water
OC(=O)C(CC(=O)c1cccc(c1N)O)N,296.4,373,water
OC(=O)C(CC(=O)c1ccccc1N)N,305.5,363,water
Clc1ccc(cc1)n1c2=CC(N=Cc2cc2c1nn(c2C(=O)C)C)c1ccccc1,428.5,353,NaN
Brc1ccc(cc1)n1c2=CC(N=Cc2cc2c1nn(c2C(=O)C)C)c1ccccc1,428.7,361,NaN
CCOC(=O)c1n(C)nc2c1cc1C=NC(C=c1n2c1ccc(cc1)Cl)c1ccccc1,413.7,346,NaN
Clc1ccc(cc1)n1c2=CC(N=Cc2cc2c1nn(c2)C)c1ccccc1,383.9,349,NaN
Brc1ccc(cc1)n1c2=CC(N=Cc2cc2c1nn(c2)C)c1ccccc1,383.8,355,NaN
Clc1ccc(cc1)c1nn(c2c1c1nc3CCCc3cc1cn2)c1ccccc1,304.8,355,NaN
Brc1ccc(cc1)c1nn(c2c1c1nc3CCCc3cc1cn2)c1ccccc1,305.2,354,NaN
Clc1ccc(cc1)c1nn(c2c1c1nc3Cc3cc1cn2)c1ccccc1,305,357,NaN
Brc1ccc(cc1)c1nn(c2c1c1nc3Cc3cc1cn2)c1ccccc1,305.5,343,NaN
Clc1ccc(cc1)c1nn(c2c1c1nc3C(C)CCCc3cc1cn2)c1ccccc1,303.7,357,NaN
CC1CCc2c(C1)nc1c(c2)cnc2c1c(nn2c1ccccc1)c1ccc(cc1)Cl,304.1,356,NaN
CC1CCc2c(C1)nc1c(c2)cnc2c1c(nn2c1ccccc1)c1ccc(cc1)Br,303.1,354,NaN
CCOC(=O)C1CCCc2c1nc1c(c2)cnc2c1c(nn2c1ccccc1)c1ccc(cc1)Cl,307.8,355,NaN
CCOC(=O)C1CCCc2c1nc1c(c2)cnc2c1c(nn2c1ccccc1)c1ccc(cc1)Br,306.4,369,NaN
O=C1CCc2c(C1)nc1c(c2)cnc2c1c(nn2c1ccccc1)c1ccc(cc1)Cl,305.8,363,NaN
O=C1CCc2c(C1)nc1c(c2)cnc2c1c(nn2c1ccccc1)c1ccc(cc1)Br,306.3,356,NaN
O=C1Cc2nc3c(cc2C(C1)(C)C)cnc1c3c(nn1c1ccccc1)c1ccc(cc1)Cl,305.5,345,NaN
Clc1ccc(cc1)c1nn(c2c1c1nc3c(cc1cn2)CCc1c3cccc1)c1ccccc1,318.2,376,NaN
Brc1ccc(cc1)c1nn(c2c1c1nc3c(cc1cn2)CCc1c3cccc1)c1ccccc1,318,381,NaN
COc1ccc2c(c1)CCc1c2nc2c(c1)cnc1c2c(nn1c1ccccc1)c1ccc(cc1)Cl,321.4,390,NaN
COc1ccc2c(c1)CCc1c2nc2c(c1)cnc1c2c(nn1c1ccccc1)c1ccc(cc1)Br,321.2,977,NaN
Clc1ccc(cc1)c1nn(c2c1c1nc3c(cc1cn2)Cc1c3cccc1)c1ccccc1,315.4,382,NaN
Brc1ccc(cc1)c1nn(c2c1c1nc3c(cc1cn2)Cc1c3cccc1)c1ccccc1,315.4,377,NaN
COc1cc2c(cc1OC)Cc1c2nc2c(c1)cnc1c2c(nn1c1ccccc1)c1ccc(cc1)Cl,317.4,393,NaN
COc1cc2c(cc1OC)Cc1c2nc2c(c1)cnc1c2c(nn1c1ccccc1)c1ccc(cc1)Br,319.4,388,NaN
Clc1ccc(cc1)c1nn(c2c1c1nc3c(cc1cn2)CC(c1c3cccc1)c1ccc(c(c1)Cl)Cl)c1ccccc1,321,383,NaN
Brc1ccc(cc1)c1nn(c2c1c1nc3c(cc1cn2)CC(c1c3cccc1)c1ccc(c(c1)Cl)Cl)c1ccccc1,319.4,369,NaN
O=Cc1cccc(c1O)O,308.1,357,NaN
O=c1[nH]c(=O)[nH]cc1C(F)(F)F,236.1,0,NaN
OC[C@H]1O[C@@H](Oc2cc3O[C@@H](CC(=O)c3c(c2)O)c2ccc(cc2)OC)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,283.1,328,NaN
Oc1cc(O)c2c(c1)O[C@H]([C@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,263.3,NaN,NaN
O=C(c1cc(OCCN(c2ccc(cc2)N=Nc2ccc(cc2)[N+](=O)[O-])CCOC(c2ccccc2)(c2ccccc2)c2ccccc2)cc(c1)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CCOC(c1ccccc1)(c1ccccc1)c1ccccc1)Cc1cc[n+](cc1)[C-]1C(=O)c2c(C1=O)cccc2,NaN,492,NaN
c1scc(c1)c1cnc2c(c1)ccc1c2nccc1,291.5,426,CH 2 Cl 2
CN(CCNC(=N)Nc1ccc2c(c1)nc1c(c2Nc2ccc(cc2)N(C)C)ccc(c1)NC(=N)NCCN(C)C)C,367.4,375,NaN
OCC1OC(C(C(C1O)O)O)c1c(O)c2c(c(c1O)O)C(=O)c1c(C2=O)c(C)c(c(c1)O)C(=O)O,395.3,NaN,NaN
Oc1ccc2c(c1)OC[C@]1([C@@H]2c2cc(O)c(cc2C1)O)O,255.9,NaN,NaN
CCOC(=O)c1[nH]c(c(c1C)C(=NN)C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,350.7,349.2,NaN
N#Cc1ccc(cc1)C#Cc1ccc(cc1)c1nc(c([nH]1)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,341.9,405,CH 2 Cl 2
OC(=O)c1ccc(cn1)C(=O)O,276.5,273,NaN
O=C(c1c(C)[n+]([O-])c2c([n+]1[O-])cc(c(c2)C)C)Nc1ccccc1,357.6,NaN,NaN
c1ccc(cc1)Cn1c(nc(c1c1ccco1)c1ccco1)c1ccco1,276,306,NaN
NN=N,NaN,254,NaN
COc1ccc(cc1)Cc1nnc2n1nc(s2)c1cc2cccc3c2c2c1cccc2cc3,337.3,254,DMSO
CCNC(=O)Nc1ccc2c(c1)c(C)nc1c2cccc1,298.1,268,NaN
CCN1CCN(c2c1cc1cc(C#N)c(=O)oc1c2)CC,354.2,495,Methanol
COc1ccccc1c1ccccc1,246.6,NaN,NaN
COc1cccc(c1)N1CCc2c(S1(=O)=O)sc(c2)S(=O)(=O)N,247.5,NaN,NaN
Cc1ccc(cc1)C(=O)OCc1ccc2c3c1cccc3c1c3c2cccc3ccc1,392.6,445,NaN
Cc1ccccn1,245.7,550,NaN
c1ccc(cc1)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)c1ccccc1,359.9,390,NaN
Cc1ccc(cc1)C=Cc1ccc(cc1)c1nc(c(n1c1ccc(cc1)Cl)c1ccccc1)c1ccccc1,324.6,335,NaN
CN(CCNc1ccc2c3c1cccc3c(=O)n(c2=O)C(C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N)CC(C)C)C,351.5,527,NaN
c1ccc2c(c1)snn2,316.1,571,NaN
C(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,246.6,196,NaN
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,255.2,NaN,NaN
CCN(c1ccc(cc1)C=Cc1ccn2c(c1)nc(c2)c1ccc(cc1)OC)CC,336.9,453,Toluene
c1ccc(cc1)c1ccc2c(c1)c(c1ccc(cc1)c1ccccc1)c1c(c2c2ccc(cc2)c2ccccc2)cccc1,376.8,396,NaN
c1csc(c1)c1cnc(cn1)c1cccs1,317.6,367,NaN
c1csc(c1)c1cccs1,270.2,415,NaN
CN1c2ccccc2C(C21C=Nc1c(O2)ccc2c1ccc(c2)C=Cc1cc2ccccc2c2c1OC(C=C2)(c1ccccc1)c1ccccc1)(C)C,337.5,612,NaN
CC(=C)C(=O)Nc1ccc(c(c1)Cl)Cl,259.7,NaN,NaN
OCCN1C(C=Cc2ccc(cc2)N=NC=C2N(C)c3c(C2(C)C)cccc3)Sc2c1cccc2.[I-],NaN,574,THF
Cc1ccc(cc1)n1c(nc2c1c1ccccc1c1c2cccc1)c1ccc(cc1)F,300.8,344,NaN
COc1ccc(cc1Oc1ccc(cc1)C(=O)OC)C(=O)OC,252.1,254,NaN
Clc1ccc(cc1)C(=O)[C@@H]1O[C@H]1c1ccc(cc1)Cl,305.8,322,NaN
COc1ccccc1C=CC=NN=Cc1ccc(cc1)[N+](=O)[O-],349.3,360,dioxane
Fc1c2oc3ccccc3oc2c2c(c1F)c(=O)c1c(c2=O)c(O)ccc1O,396.6,490,NaN
N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)Br,338.9,409,Cyclohexane
COc1ccc(cc1)c1nnc(o1)c1ccn2c(c1c1ccccc1)nc1c2cccc1,345.1,343,NaN
COC1OC(=O)C(=C1NCc1ccccc1Cl)Br,236.3,274,NaN
N#Cc1ccc(cc1)Oc1ccc2c3c1cccc3c(=O)n(c2=O)CCOC(=O)C,325.5,NaN,NaN
Fc1c(F)c2nc3c(nc2c(c1C(F)(F)F)F)c(F)c(c(c3F)C(F)(F)F)F,389.2,414,NaN
CCCOc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)Cl,326.6,408,NaN
CN(c1ccc(cc1)C=Cc1ccc(cc1)C=Cc1ccccc1)C,354,416,Benzene
OCCN1CC=C(c2c1cccc2)C=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2.[I-],NaN,551,THF
O=c1cc(O)c2c(o1)c(O)ccc2,276.7,215,NaN
Fc1cccc(c1)Nc1nc2c(n1CCCn1cncc1)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,310.1,365,ethanol
C1(C)c2cc3nc([nH]c3cc2c2c1cc1nc([nH]c1c2)C=Cc1ccccc1)C=Cc1ccccc1,360.5,426,NaN
c1nc(cc(n1)c1cccs1)c1cccs1,280.6,327,NaN
Cc1cc(ccc1c1ccc(cc1)c1[nH]c2c(n1)cccc2)c1ccc(cc1)c1[nH]c2c(n1)cccc2,296.5,330,NaN
C(=O)OCc1ccccc1[N+](=O)[O-],317.2,260,Acetonitrile
Cc1cc(c(s1)C)C1=C(CCC1=O)c1cc(sc1C)C,300.6,309,NaN
COC(=O)c1c(=O)oc2c1cc1[n-]c(n[n+](c1c2)c1ccccc1)c1ccccc1,528.7,629,NaN
c1ccc(c(c1)C=Cc1ccccc1)C=Cc1ccccc1,311.6,368,Benzene
Oc1cccc2c1nccc2,307.5,495,NaN
c1ccc(cc1)C1=CC(=CC=Cc2cnccn2)C=C(O1)c1ccccc1,369.9,440,dichloromethane
C=CC(c1ccc(cc1)O)C,244.5,223,NaN
Oc1c2ccc(cc2cc(c1N=Nc1ccc2c(c1)c(ncn2)N1CCOCC1)S(=O)(=O)[O-])Nc1ccccc1.[Na+],NaN,495,NaN
O=c1ccc2c(o1)ccc(c2)N=Cc1ccc(o1)c1ccc(cc1)[N+](=O)[O-],343.9,385,NaN
Cn1c(nc2c1c1ccccc1c1c2cccc1)c1ccccn1,305.3,345,NaN
Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)c1nc2c(o1)c1ccccc1c1c2cccc1,310.5,365,NaN
N#Cc1ccc(cc1)N(c1ccc2c(c1)c1ccccc1n2CC)c1ccc(cc1)C#N,306.4,480,NaN
CCC(C(=Cc1ccccc1)C)O,241.5,NaN,NaN
COc1ccc(cc1)C=Cc1nc(C#N)c(nc1C=Cc1ccc(cc1)C=O)C#N,357.1,413,NaN
CNc1ccc2c(c1)c(O)c(c(c2)S(=O)(=O)[O-])N=Nc1ccc2c(c1)c(ncn2)N1CCOCC1.[Na+],NaN,470,NaN
OC(=O)CN1C(=S)SC(=Cc2noc(c2)c2ccc(s2)c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)C1=O,369.8,414,NaN
COc1ccc(cc1)c1ccc(nc1)c1ccc2c(n1)cccc2,297.1,367,NaN
c1ccc(cc1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,300.4,370,NaN
COc1c(OC)cc(cc1OC)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,297.4,374,chloroform
COc1ccc(c2c1[nH]c(n2)C)OC,256.7,100,NaN
CCOC(=O)c1cc(=O)c2c(o1)ccc(c2)OC,303.4,343,NaN
COC(=O)c1ccc2c(c1)c(c1cc(sc1C)C)c(c1c2ccc(c1)C(=O)OC)c1cc(sc1C)C,315,388.2,NaN
ONC(=O)[C@H](Cc1c[nH]c2c1cccc2)N,266.5,533,NaN
COc1ccc(cc1)N(c1c2ccccc2c(c2c1cccc2)C=O)c1ccc(cc1)OC,430.1,401,NaN
[O-][N+](=O)c1ccc(cc1)C=Cc1ccc(cc1)c1nnc(o1)c1c2ccccc2cc2c1cccc2,374.8,368,NaN
C=C[C@H]([C@@H](C(=CO)C(=O)OC)C[C@@H]1NCCc2c1[nH]c1c2cccc1)C=O,272.8,NaN,NaN
Cln1[nH]c(Nc2ccc3c(c2)c(O)c(c(c3)S(=O)(=O)O)N=Nc2ccc(cc2)S(=O)(=O)O)cc(n1)Nc1ccc(cc1S(=O)(=O)O)S(=O)(=O)O,NaN,506.2,NaN
Cc1ccc(cc1)Nc1nc(C#N)c(nc1CC(=O)C1=Nc2c(N(C1C)c1ccc(cc1)C)cc(n2C#N)C#N)C#N,404.9,335,NaN
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c(=O)[nH]c1=O)c1c(C#C)ccc2c1C(=O)c1c2cccc1,384.8,345,Water
Cc1ccc(c(c1)C)N=C(C(F)(F)F)n1c(=S)sc2c1cccc2,310.5,NaN,NaN
CC(C=Cc1c2ccccc2cc2c1cccc2)(C=Cc1c2ccccc2cc2c1cccc2)C,365.1,377,chloroform
c1ccc2c(c1)nccc2,277.4,1000,NaN
Nc1ncc2c(n1)c1c(CCC2)cc(n1C)C(=O)N,278.6,NaN,NaN
CN(c1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-])C,337.5,432,NaN
O=C(c1nccnc1C)C=Cc1ccc(cc1)N(C)C,353.4,310,ethanol
COc1cccc(c1O)C=Nc1scc(n1)c1cc2ccccc2oc1=O,331.6,399,NaN
[O-]S(=O)(=O)c1cccc2c1c(ccc2N=Nc1ccc(c2c1cccc2)N=Nc1cccc(c1)S(=O)(=O)[O-])Nc1ccccc1.[Na+].[Na+],NaN,567,NaN
O=c1[nH]c(nc(c1)N(c1ccccc1)C(C)C)c1ccccc1,287.2,274,NaN
Brc1cc(Br)c2c(c1)C(=O)C(=C1Nc3c(C1=O)cc(cc3Br)Br)N2,457.7,533.4,NaN
CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1O)[N+](=O)[O-])c1ccc2c(c1)cccc2,373.4,639,THF
CCOC(=O)OCC(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,336.6,254,NaN
COc1ccc(cc1)c1ccc(cc1)c1cc(nc(c1)c1ccccn1)c1ccccn1,272.1,298,CH 2 Cl
COc1ccc(cc1)c1nc2c(sc(c2nc1c1ccc(cc1)OC)c1ccc(s1)C#C)c1ccc(s1)C#C,488.6,373,NaN
COc1cc2c(cc1OC)Cc1c2cc2cc3ccccc3nc2n1,345.3,386,acetone
CCc1ccc2c(c1)C(=C(N(S2(=O)=O)C)c1ccccc1)I,294.1,NaN,NaN
O=C[C@@H]([C@@H](c1ccc(cc1)C)C[N+](=O)[O-])C,298.9,NaN,NaN
O=C(N=c1nc2n(c3c1cccc3)cnc1c2cccc1)Nc1ccccc1,302.9,390,Cl
O=C1CSC(=NN(c2ccccc2)c2ccccc2)N1c1c2ccccc2nc2c1cccc2,355.4,385,NaN
Clc1cccc2c1C(=O)c1ccccc1C2=O,364.3,337,NaN
O[C@H]1C(OC[C@]1(O)CO)n1ccc(=O)[nH]c1=O,233.6,261,NaN
c1ccc(cc1)c1ccc2c(c1)C(c1c2cccc1)c1c2ccccc2cc2c1cccc2,369,464,NaN
Oc1ccccc1c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,307.3,339,dichloromethane
O=S(=O)(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,308.7,200,NaN
C1(C)c2cc(ccc2c2c1cc1nc3c4ccccc4c4c(c3nc1c2)cccc4)c1ccccc1,344.5,403,DMSO
CSCC(=O)CC(c1ccc(cc1)C#N)O,273,NaN,NaN
Cc1ccsc1c1sc(c2c1cccc2)c1c(C)sc2c1cccc2,356.7,464,CH 2 Cl
N#Cc1ccc(cc1)c1nc2c(o1)cc(c1c2cccc1)Nc1ccc(cc1)N(CC)CC,340.8,420,Acetone
C#Cc1ccc2c(c1)cc1c(c2)c(C)cc(=O)o1,318.4,340,NaN
O=c1ccc2c(o1)cccc2,275.5,353,NaN
OC[C@H]1S[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O,237.1,260,NaN
Clc1ccc(cc1)c1cc(n(n1)Cc1ccc(cc1)C(C)(C)C)c1nnc(o1)COc1ccc(cc1Cl)Cl,256.2,262,DCM
NC(=O)Nc1cc(ccc1N=Nc1cccc(c1)[N+](C)(C)C)Nc1nc(Cl)nc(n1)Cl,NaN,392,NaN
O=C(O[C@@H]1C[C@@](O)(C[C@H]([C@H]1O)O)C(=O)O)C=Cc1ccc(c(c1)O)O,285.3,NaN,NaN
C1=CCc2c(C1)c(C=Nc1ccc3c(c1)cccc3)cc1c2CC=CC1,308,411,NaN
CCN(c1ccc(c(c1)O)c1[nH]c2c(n1)cc(c(c2)C(=O)OC)C(=O)OC)CC,300.2,507,NaN
CCN(c1ccc2c(c1)oc1c(c2)c2nc3c(n2c(=Nc2ccc(cc2)Br)n1)cccc3)CC,376.3,529,Chloroform
